"year","school","theme","lyrics","score"
2011,"Mocidade Independente de Padre Miguel","Parábola dos Divinos Semeadores","Uma luz no céu brilhou, liberdade!
Meu coração venceu o medo
O que era gelo se tornou felicidade
A esperança se espalhando pelo chão
A natureza tem mistérios e magias
Rituais, feitiçarias, deuses a me abençoar
Guiado pela luz da estrela guia
Eu vou por onde a semente me levar
 
O que eu plantei, o mundo colheu
Um milagre aconteceu
A vida celebrou um ideal
E a fartura se transforma em festival
 
Festa de Ísis, a Farra do Vinho
Até em Roma a semente foi brotar
Mudaram meu papel, oh Padre Miguel!
Hoje ninguém vai me censurar
O baile da máscara negra
Até a nobreza teve que engolir
Meu Brasil, de norte a sul sou manifestação
Aonde vou, arrasto a multidão
De cada cem só não vem um
Vou voltar, um dia ao espaço sideral
E reviver o meu ziriguidum, em alto astral
 
Tá todo mundo aí? Levante a mão
Quem é filho desse chão
Chegou a Mocidade, fazendo a alegria do povo
Meu coração vai disparar de novo","lowest"
2011,"Unidos do Porto da Pedra","O sonho sempre vem pra quem sonhar...","Um pedaço de papel
Pano, cores, ilusão 
Vai girando o carrossel
Nas asas da imaginação 
Clara, ""a menina dos meus olhos"" 
Criadora do impossível, sonhadora feito eu 
Em tudo que ela escreveu 
Um aprendiz de feiticeiro a formular o amor 
E a princesa recebeu a flor 
A fera foi pra outra dimensão 
Amigo de Deus, Noé entendeu 
O mundo em transformação 
A bruxa boa vem aí, eu quero ver! 
Osaboroso elixir, eu vou provar! 
No vento vendaval da liberdade, 
Um samba de verdade vai passar 
Quem não sonhou jamais amou 
Não sabe o que é se libertar 
Não viu o trem, nem o colar. 
O sonho sempre vem pra quem sonhar! 
Vai, vai, vai, vai, vence logo esse medo 
""Prega uma peça"" à esperança. 
Vem no galopé o corcel, feito azul do céu
E a magia da criança 
Em busca da alegria, seu poder de encantar
Criando sonhos, recriando a fantasia a brincar 
No tablado consagrando a criação 
É a arte, vida em transformação 
Meu tigre chegou, aplausos no ar 
É Clara que me faz sonhar!","lowest"
2011,"São Clemente","O seu, o meu, o nosso Rio, abençoado por Deus e bonito por natureza!","E Deus fez a maravilha
Mistérios brotam deste chão
Que a natureza esculpiu
Divina emoção
O Rio nasceu do sol da canção
Terra cobiçada, iluminada
Gente feliz
Menina dos olhos
Do pai criador
Que o padroeiro abençoou
Nas suas águas me banhar
Da fonte vou beber
E nesse império tropical, amanhecer
Passo a Passos...civilização
O modernismo surgiu
Entre riscos e traços se rebatizou
Cidade maravilhosa!
""Minha alma canta"", de tanta emoção
A bossa embala o ""tom"" da canção
Preservar!
É o caminho vamos respeitar
Ter consciência é saber cuidar
Do patrimônio mundial
Rio seu pôr-do-sol é um poema
Braços abertos entra em cena
Nesse carnaval!
Sou carioca e São Clemente
Irreverente, minha paixão
Meu Rio sua beleza inspira o mar azul
Canta Zona Sul!","lowest"
2012,"Unidos da Tijuca","O dia em que toda a realeza desembarcou na Avenida para coroar o Rei Luiz do Sertão","Nessa viagem arretada
""Lua"" clareia a inspiração
Vejo a realeza encantada
Com as belezas do sertão!
""Chuva, sol"" Meu olhar
Brilhou em terra distante
Ai que visão deslumbrante, se avexe não!
Muié rendá é rendeira
E no tempero da feira
O barro, o mestre, a criação!
Mandacaru a flor do cangaço...
Tem ""xote menina"" nesse arrasta pé
Oh! Meu padim, santo abençoado
É promessa eu pago, me guia na fé
Em cada estação, a ""triste partida""
Eu vi no caminho vida Severina
À margem do Chico espantei o mal
Bordando o folclore raiz cultural...
Simbora que a noite já vem, ""saudades do meu São João""
""Respeita véio Januário, seus oito baixo tinhoso que só""
""Numa serenata"" feliz vou cantar
No meu pé de serra festejo ao luar...
Tijuca a luz do arauto anuncia
Na carruagem da folia, hoje tem coroação!
A minha emoção vai te convidar
Canta Tijuca vem comemorar
""Inté Asa Branca"" encontra o pavão
Pra coroar o ""rei do sertão""","highest"
2012,"Acadêmicos do Salgueiro","Cordel branco e encarnado","Sou ""cabra da peste""
Oh minha ""fia"", eu vim de longe pro Salgueiro
Em trovas, errante, guardei
Rainhas e reis e até heróico bandoleiro
Na feira vi o meu reinado que surgia
Qual folhetim, mais um ""cadim, Vixe Maria!""
Os doze do imperador
Que conquistou o romanceiro popular
Viagem na barca, a ave encantada
Amor que vence na lenda
Mistério pairando no ar
 
Cabra macho justiceiro
Virgulino, é Lampião!
Salve, Antônio Conselheiro
O profeta do sertão
 
Vá de retro, sai assombração
Volta pra ilusão do além
No repente do verso
O ""bicho"" perverso não pega ninguém
Oh meu ""Padinho"", venha me abençoar
Meu santo é forte, desse ""cão"" vai me apartar
Quero chegar ao céu num sonho divinal...
É carnaval! É carnaval!
Salgueiro, teus trovadores são poetas da canção
Traz sua côrte, é dia de coroação
Não se ""avexe"" não
 
Salgueiro é amor que mora no peito
Com todo respeito, o rei da folia
Eu sou o cordel branco e encarnado
""Danado"" pra versar na Academia","highest"
2012,"Unidos de Vila Isabel","Você semba lá... Que eu sambo cá! O canto livre de Angola","Vibra óh minha Vila
A sua alma tem negra vocação
Somos a pura raiz do samba
Bate meu peito à sua pulsação
Incorpora outra vez Kizomba e segue na missão
Tambor africano ecoando, solo feiticeiro
Na cor da pele, o negro
Fogo aos olhos que invadem,
Pra quem é de lá
Forja o orgulho, chama pra lutar
 
Reina Ginga ê matamba vem ver a lua de Luanda nos guiar
Reina Ginga ê matamba negra de Zambi, sua terra é seu altar
 
Somos cultura que embarca
Navio negreiro, correntes da escravidão
Temos o sangue de Angola
Correndo na veia, luta e libertação
A saga de ancestrais
Que por aqui perpetuou
A fé, os rituais, um elo de amor
Pelos terreiros (dança, jongo, capoeira)
Nasce o samba (ao sabor de um chorinho)
Tia Ciata embalou
Com braços de violões e cavaquinhos a tocar
Nesse cortejo (a herança verdadeira)
A nossa Vila (agradece com carinho)
Viva o povo de Angola e o negro rei Martinho
 
Semba de lá, que eu sambo de cá
Já clareou o dia de paz
Vai ressoar o canto livre
Nos meus tambores, o sonho vive","highest"
2012,"Beija-Flor de Nilópolis","São Luís - o poema encantado do Maranhão","Tem magia em cada palmeira que brota em seu chão
O homem nativo da terra
Resiste em bravura a dor da invasão
Do mar vem três coroas
Irmão seu olhar mareja
No balanço da maré
A maldade não tem fé sangrando os mares
Mensageiro da dor
Liberdade roubou dos meus lugares
Rompendo grilhões, em busca da paz
A força dos meus ancestrais
 
Na casa Nagô a luz de Xangô axé
Mina Jêje um ritual de fé
Chegou de Daomé, chegou de Abeokutá
Toda magia do vodun e do orixá
 
ê rainha o bumbá meu boi vem de lá
Eu quero ver o cazumbá
Sem a serpente acordar
Hoje a minha lágrima transborda todo mar
Fonte que a saudade não secou
Ó Ana assombração na carruagem
Os casarões são a imagem
Da história que o tempo guardou
No radio o reggae do bom
Marrom é o tom da canção
Na terra da encantaria a arte do gênio João
 
Meu São Luís do Maranhão
Poema encantado de amor
Onde canta o sabiá
Hoje canta a Beija-flor!","highest"
2012,"Acadêmicos do Grande Rio","Eu acredito em você. E você? (Histórias de superação)","A luz que vem do céu
Brilhou no meu olhar
Trazendo a esperança
Que os anjos vêm anunciar
Lutar sem desistir
Das cinzas renascer
Eu encontrei na fé
A força pra vencer
A felicidade mandou avisar
É preciso superar
 
Derrubar o ""gigante"" eu vou
É lição de coragem e amor
Eu sou ""guerreiro do bem"" vou caminhar
A minha história vai te emocionar
 
A arte de viver...
É aprender no dia a dia
Usando a imaginação
Ao som da melodia
Posso enxergar...
Sei que meu coração vai me guiar
Eu sigo em frente sem desanimar
Faço da vida um grande ""festival""
Acreditar que pra sonhar não há limitações
A ""roda gira"" e traz a solução
Me dê a sua mão por liberdade
Sou brasileiro mandei a tristeza embora
Eu ""tô"" sentindo que chegou a nossa hora
 
Quem me viu chorar... Vai me ver sorrir
Eu acredito em você... Pro desafio
E abro meu coração, cantando a minha emoção
Superação é o carnaval da Grande Rio","lowest"
2012,"Portela","...E o povo na rua cantando... É feito uma reza, um ritual...","Meu rei
Senhor do Bonfim alumia
Os caminhos da Portela
Que eu guardo no meu patuá
Eu vim com a proteção dos meus guias
Com Clara Guerreira à Bahia
Cheguei, eu cheguei pra festejar
Deixa levar, nos altares e terreiros
Tem jarro com água de cheiro
Vou jogar flores no mar
 
No mar
Procissão dos Navegantes
Eu também sou almirante
De Nossa Senhora Iemanjá
 
Vou no gongá
Bater tambor
Rezo no altar
Levo o andor
Vem chegando os batuqueiros
Desce a ladeira meu amor
Que a patuscada começou
Eu vim pra rua
Que o samba de roda chegou
 
Iaiá
De saia rendada em cetim
Bota o tempero na festa
Oi, tem abará e quindim
 
Portela cheia de encantos
Acolhe a Bahia em seu canto
De festas, rezas, rituais
Vestido de azul e branco
Eu venho estender o nosso manto
Aos meus santos do samba que são orixás
 
Madureira sobe o Pelô... tem capoeira
Na batida do tambor... samba ioiô
Rola o toque de Olodum... lá na Ribeira
A Bahia me chamou","highest"
2012,"Estação Primeira de Mangueira","Vou festejar! Sou Cacique, sou Mangueira!","Salve a tribo dos bambas!
Onde um simples verso se torna canção...
Salve o novo palácio do samba!
O ""Doce refúgio"" pra inspiração
Debaixo da tamarineira
Oxossi guerreiro me fez recordar
Um lugar... O meu berço num novo lar
Seguindo com os ""pés no chão""
""Raiz"" que se tornou religião
Da boêmia, dos antigos carnavais
Não esquecerei jamais!
 
Firma o batuque, quero sambar... Me leva! 
A Surdo Um faz festa!
Esqueça a dor da vida...
Caciqueando na avenida
 
Sim...
Vi o bloco passando, o nobre rezando e o povo a cantar
Sim...
Era um nó na garganta ver o Bafo da Onça desfilar...
Chora, chegou a hora eu não vou ligar
Minha cultura é arte popular,
Nasceu em Fundo de Quintal...
Sou Imortal e vou dizer
Agonizar não é morrer
Mangueira, fez o meu sonho acontecer...
O povo não perde o prazer de cantar
Por todo universo minha voz ecoou
Respeite quem pôde chegar
Onde a gente chegou!
 
Vem festejar, na palma da mão
Eu sou o samba, ""A voz do morro""!
Não dá pra conter tamanha emoção
Cacique e Mangueira num só coração","highest"
2012,"União da Ilha do Governador","De Londres ao Rio: Era uma vez... uma Ilha...","Uma história vou contar
Tem lendas, mitos e magias
Era uma ilha... onde um povo valente vivia 
E um grande império conquistou
Virou cidade das realezas
O reino unido e seus heróis
""Peguem as armas"" diz a voz
De um santo guerreiro,
Os bravos vão lutar, cruzar fronteiras  
Com sua fé estampada na bandeira
Vou botar molho inglês na feijoada
Misturar chá com cachaça
Ser ou não ser eis a questão   
Tem choro e riso nesse palco de ilusão
Vão dominar o mar e grandes tesouros
Guiados pelos olhos da ciência
Lindos contos vão brotar...
A luz do cinema é a arte a brilhar
Olha, bicho, paz e amor suingou 
Batuquei meu samba com rock n'rool
Na minha terra tem o reino da folia
Futebol que contagia... É gol!
É a vitória um momento divinal
Acendo a chama pela paz universal
A minha ilha é ouro é prata
Tem o bronze da mulata
Canta, meu Rio, em verso e prosa 
Com a cidade ainda mais maravilhosa","lowest"
2012,"Mocidade Independente de Padre Miguel","Por ti, Portinari, rompendo a tela, a realidade","Eu guardei
A mais linda inspiração
Pra exaltar em sua arte
A brasilidade de sua expressão
Desperta, gênio pintor
Mostra seu talento, revela o dom
Deixa a estrela guiar
Faz do firmamento, seu eterno lar
Solto no céu feito pipa a voar
Quero te ver qual menino feliz
Planta a semente do sonho em verde matiz
 
Emoção me leva
Livre pincel a deslizar
Vou navegar, desbravador
Um errante sonhador
 
Voar pelas asas de um anjo
Num céu de azulejos, pedir proteção
Vida de um retirante
No sol escaldante que queima o sertão
Moinhos vencer, histórias de amor
Riscar poesias em lápis de cor
Você que do morro fez vida real
Pintou nossos lares num lindo mural
Você, retratando a alma, se fez ideal
Meu samba canta mensagens de “guerra e paz”
Seu nome será imortal em nosso carnaval
 
É “por ti” que a Mocidade canta
Portinari, minha aquarela
Rompendo a tela, a realidade
Nas cores da felicidade","highest"
2012,"Imperatriz Leopoldinense","Jorge, Amado Jorge","Ave, Bahia sagrada!
Abençoada por Oxalá!
O mar, beijando a esperança,
Descansa nos braços de Iemanjá.
Menino amado...
Destino bordado de inspiração.
Iluminado...
Vestiu palavras de fascinação.
 
Olha o acarajé! Quem vai querer?
Temperado no axé e dendê
Quem tem fé vai a pé... Vai, sim!
Abrir caminhos na lavagem do Bonfim
 
O vento soprou
As letras em liberdade.
Joga a rede, pescador!
O povo tem sede de felicidade.
A brisa a embalar
Histórias que falam de amor.
Memórias sob o lume do luar.
O doce perfume da flor.
Ê Bahia! Ê Bahia!
Dos santos, encantos, magia.
Kaô kabesilê! Ora iê iê Oxum!
Tem festa no Pelô
Na ladeira, capoeira mata um.
 
Sou Imperatriz! Sou emoção!
Meu coração quer festejar!
Ao mestre escritor, um canto de amor
Jorge Amado, saravá!","highest"
